Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Brand_Name,Ticker,Industry_Tag,Country,Capital Gains,Year_x,Year_y,Party,Opponent_Party,Electoral_Vote_Winner,Electoral_Vote_Opponent,Number_of_Votes,Election_Date,End_of_Term,Popular_Vote,Popular_Vote_Margin,Election_Year_Inflation_Rate,Election_Year_Interest_Rate,Election_Year_Unemployment_Rate,Year,"Total, voting age",Total voted,Percent voted,White ,White non-Hispanic ,Black,Asian and Pacific Islander,Hispanic,Male,Female,18 to 24 years,25 to 44 years,45 to 64 years,65 years and over
2000-11-07 05:00:00+00:00,28.77317228215119,28.77317228215119,28.241231236720644,28.72481346130371,2616929.0,0.0,0.0,the walt disney company,DIS,entertainment,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
2000-11-07 05:00:00+00:00,38.47103878697944,39.14806657988391,38.351562804050566,38.82946395874024,2334971.0,0.0,0.0,american express,AXP,finance,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
2000-11-07 05:00:00+00:00,37.60535874555815,39.99093513656818,36.78125053775468,39.383697509765625,97458000.0,0.0,0.0,cisco,CSCO,technology,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
2000-11-07 05:00:00+00:00,14.806288541172384,14.829827308654783,14.453197781728532,14.829827308654783,639337.0,0.0,0.0,marriott,MAR,hospitality,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
2000-11-07 05:00:00+00:00,16.025406352191016,16.12473738329964,15.843299461825213,15.909520149230955,4236000.0,0.0,0.0,the coca-cola company,KO,food & beverage,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
2000-11-07 05:00:00+00:00,17.6091549749122,17.683768895005475,17.236078543233184,17.42261505126953,2422500.0,0.0,0.0,southwest airlines,LUV,aviation,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
2000-11-07 05:00:00+00:00,17.981716601333954,18.34376458659571,17.378303292564357,18.26330947875977,2869400.0,0.0,0.0,target,TGT,retail,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
2000-11-07 05:00:00+00:00,0.3258776266775446,0.3306138930039867,0.3154569452771229,0.3230350017547607,301963200.0,0.0,0.0,apple,AAPL,technology,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
2000-11-07 05:00:00+00:00,4.169376170912454,4.212045597337766,4.096229220545569,4.193758487701416,3296800.0,0.0,0.0,nike,NKE,apparel,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
2000-11-07 05:00:00+00:00,2.886068228459908,2.886068228459908,2.6375990448611573,2.735553503036499,25824000.0,0.0,0.0,nvidia,NVDA,technology,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
2000-11-07 05:00:00+00:00,39.64831178311519,41.23176041345104,38.74791942468893,40.85918426513672,7816000.0,0.0,0.0,adobe,ADBE,technology,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
2000-11-07 05:00:00+00:00,39.10375623171016,39.42469509521393,38.563229654309616,38.8757209777832,688000.0,0.0,0.0,fedex,FDX,logistics,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
2000-11-07 05:00:00+00:00,18.65232677720997,18.80521470161333,18.346550928403254,18.601364135742188,4861800.0,0.0,0.0,procter & gamble,PG,consumer goods,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
2000-11-07 05:00:00+00:00,26.2835753420566,26.2835753420566,25.681661402925528,25.93245887756348,1812200.0,0.0,0.0,3m,MMM,manufacturing,usa,0.0,2000,2000.0,R,D,271.0,266.0,"50,456,062",2000-11-07 00:00:00+00:00,2005-01-20 00:00:00+00:00,47.9,-0.5,3.4,6.5,2.9,2000.0,202609.0,110826.0,54.7,56.4,60.4,53.5,25.4,27.5,53.1,56.2,32.3,49.8,64.1,67.6
