Actual Change,Predicted Change
-39.060662508010864,-8.014176871925592
-11.256446838378904,-6.087175850868225
-19.581162452697754,-9.208581671714782
0.4165024757385254,-6.247414560317993
18.297578811645515,19.617837071418762
0.20480728149414062,0.06380838751792908
-0.03533363342285156,-0.18796767234802247
-6.1129150390625,-2.2008185565471647
0.023551940917970526,-1.6909879970550536
0.31693410873413086,-3.867808836698532
0.8121986389160156,3.920350556373596
0.2364654541015625,0.5120422172546387
1.0090065002441406,1.3907494544982912
18.725952625274658,6.88405469417572
-0.1312500238418579,-7.585678026676178
-6.303491592407227,-2.782021862119436
13.034042358398438,5.9515313625335695
17.871638298034668,-6.29579658985138
-0.635356903076179,3.497614231109619
0.2008838653564453,-0.3239651176333426
1.3539810180664062,-4.831844601631165
14.68014907836914,15.09179282426834
-0.4961261749267578,-6.591192607879639
-13.586268901824951,-7.753468866348267
13.431068897247314,1.0258991432189941
-21.018831729888916,-23.703962776362896
-0.756694793701179,13.170514268875122
34.6658730506897,12.307748485952615
0.6034255027770996,-3.45120406627655
33.54063081741333,16.3578576618433
-11.521336555480957,-9.711650400161743
12.923295021057129,0.8774675655364987
0.05097389221191406,-2.5954099893569946
-1.7787609100341797,-1.6923493003845216
0.012187957763671875,-6.58196968883276
11.538125991821289,-2.1546562361717223
14.992067337036133,14.092013480961322
1.4864692687988281,0.19855510711669921
-11.667892932891846,-9.146942911148072
0.3766403198242152,0.6281008446216583
-4.980123519897461,4.699401164054871
2.673013687133789,-2.189301528930664
0.34697723388671875,1.3333954524993918
0.293188095092777,2.022409653663638
19.20491123199463,2.2422848033905027
-0.40538787841796875,2.588422808647156
-5.681089401245121,2.8412338018417365
-15.191783905029297,0.3638801634311673
13.811853408813477,12.93521469131112
-13.747943878173828,3.1433490216732025
-0.4960174560546875,9.015881930738688
-36.9732186794281,-15.526024203896522
0.43113899230956676,4.46237868309021
-20.431689262390137,-12.511566851735115
19.04870891571045,4.638342385292052
-2.0499801635742188,-1.0936474180221563
13.136984825134277,-0.29057711601257324
-0.7297220230102557,0.8989521293342115
-2.050051689147951,2.335218185186386
18.265089988708503,-1.0944956016540528
-0.34491729736328125,1.9074684524536136
-1.798136591911316,-14.173145433813334
-2.484573364257809,-1.5813740158081062
-3.870067596435554,5.018095688819886
